plant_species,plant_part,extraction_solvent,extraction_method,concentration_mg_per_ml,crop_species,crop_variety,germination_percent,root_length_mm,shoot_length_mm,total_phenolic_content_mg_gae_per_g,compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3
eucalyptus globulus,leaf,aqueous,aqueous extraction,5.0223,triticum aestivum,,58.52728329478559,47.49756853140106,59.24110870736766,20.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860786928976325,0.8546517108115751,0.4044386785896307,0.0,0.985732448085888,0.7095090293453724,0.9050896954526492,218.71586743207536,50.25479829106347,2.4589484966598545,1.8055436872498178,2.3621683124776442,2.2087391956549554,0.3085330399210444,15.741868392779871,0.5498594524683156
plantago lagopus,,ethanolic,,0.1,lycopersicon esculentum,,61.87514662791824,54.047815143611366,69.39801729327421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463078848560701,0.0,0.4542347449149716,0.4072956923366952,0.2313394801464115,0.0,0.2150021189433535,0.0,0.0,251.66080763390585,92.18397755452953,1.6845539916622227,3.456828014689352,4.439774010896915,1.8250481226996023,1.2709369876500856,18.150118768202265,0.2651965171811823
lantana camara,leaf,aqueous,aqueous extraction,0.0,phaseolus vulgaris,,72.465066938231,62.51311952536613,80.16088674708375,17.26,0.8985313751668892,0.882822810307703,0.689781630271712,0.9460361613351876,0.8424457429048414,0.991974150510736,0.678201270478101,0.4573425114726742,0.9774561647648204,0.4150550183394464,0.5568856631162221,0.9823008849557524,0.8167550223214285,0.3204548665065687,0.3807844243792325,0.5352523988318731,304.67224282720326,62.81290434598266,4.045428858305531,1.8075320827445278,3.240870640132167,1.6930761802289895,0.9045718009898314,22.138741781015554,0.47221836108234577
parthenium hysterophorus,leaf,aqueous,aqueous extraction,49.8331,zea mays,,22.69819311045938,16.53337209304223,21.294619740792413,12.39,0.0,0.0,0.0,0.0,0.0,0.3549093183239524,0.0,0.7410304547350857,0.0,0.8418639546515505,0.8831181072674145,0.2176713153871102,0.0,0.0,0.0,0.0,276.5341129870227,114.4410801832976,1.2732699721494167,4.261541250751003,5.564155837431455,2.1489587791752554,1.6497112752636027,19.903408962612936,0.1553401235762829
eucalyptus globulus,leaf,aqueous,aqueous extraction,50.1212,triticum aestivum,,20.244243445333577,15.3857586462278,18.41665275814577,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4517339113037679,0.9487227825431236,0.4234351109669647,0.0,0.8507557564627772,0.6841139954853274,0.8354192740926158,225.86188553661327,54.60705635063589,2.388863478195268,1.9610539060447363,2.5765637432888244,2.2897584867928145,0.33390470042312037,16.240557279622557,0.5417964710323546
lantana camara,root,aqueous,aqueous extraction,0.0,triticum aestivum,,76.37515018412327,72.02282062450416,101.68953176968124,16.12,0.9211865821094792,0.898728901854553,0.7131188531421904,0.937134909596662,0.893781302170284,0.7853867000208464,0.6730190571715144,0.3805798915310805,0.7784581129974952,0.4549849949983328,0.7421057592610049,0.9011258861140714,0.9343610491071428,0.3658708857183217,0.3876975169300226,0.5373383395911556,304.13818673675246,61.56810693756198,4.034853037225172,1.7537578378274785,3.1527550449928796,1.7415346502691187,0.8004882003333804,22.080074019070558,0.49235433910699994
lantana camara,leaf,methanol,solvent extraction,2.4199,lactuca sativa,,55.579490565385775,52.45210170530456,65.8363458766851,58.32,0.6790720961281709,0.9031742724178649,1.0,0.67009735744089,0.721619365609349,0.8450072962268084,0.8938482113005685,0.4098873591989988,0.7197328138046201,0.4489829943314438,0.7533226505796965,0.686419867488301,0.9786551339285714,0.3627631021330696,0.3031884875846501,0.6768877763871507,297.5710092890495,63.21459904815209,3.846515795419504,1.85104114188178,3.258950317016933,1.7543886075900263,0.8873641064722719,21.60270488987731,0.46973211586901553
lantana camara,root,aqueous,aqueous extraction,0.9966,triticum aestivum,,81.36431688153908,76.83735987601074,90.02053507533371,18.33,0.6799899866488651,0.9348475376814612,0.700616769461577,0.7705146036161334,0.856636060100167,0.960391911611424,0.8266466064861251,0.4958281184814351,0.8527692735875313,0.4543181060353451,0.6568950890753135,0.7672242042348145,0.7080775669642857,0.3610679474502049,0.3953160270880361,0.5871923237380059,303.45057263812,65.59286410342906,3.8881355800896578,1.918990419084122,3.387001529032568,1.7426190736350515,0.9554690755365276,22.036792133017926,0.45964562852510105
lantana camara,leaf,aqueous,aqueous extraction,9.8692,triticum aestivum,,56.84135187519885,54.522556113025125,65.06201694863559,12.35,0.9230223631508678,0.6991039799958324,0.9669944990831806,0.9098748261474268,0.6907345575959933,0.745987075255368,0.8450351053159477,0.345014601585315,0.9791260784859448,0.4248916305435145,0.5800735224809124,0.9923087615252748,0.8092215401785715,0.3584545839807883,0.2972629796839729,0.6226533166458073,298.9559219462344,60.74653418789605,4.000578565706755,1.750384932315673,3.1391957283219227,1.728162306326754,0.8713729551756776,21.723265742280176,0.47689218126088123
lantana camara,leaf,ethanol,solvent extraction,5.016,zea mays,,60.78501918604901,54.616821309126536,71.70438129624652,47.19,0.7807076101468625,0.8853233312495659,0.6981163527254542,0.9847009735744088,0.917779632721202,0.966750052115906,0.7534269475091941,0.4513975803087193,0.6905093236849429,0.407885961987329,0.7003487604863795,0.7721818097576797,0.78857421875,0.3464472383104958,0.3089729119638826,0.6047142261159784,307.29483050843805,64.29563212208424,3.996253388619884,1.8448077691335605,3.3092842122390405,1.7777220278877257,0.8767073066337568,22.308277836752232,0.47912675416654293
parthenium hysterophorus,leaf,methanol,solvent extraction,98.5078,oryza sativa,,8.277950396456049,6.304372505641668,7.83437777620401,33.56,0.0,0.0,0.0,0.0,0.0,0.4511152803835731,0.0,0.7034835210680017,0.0,0.7309936645548516,0.6465265340748421,0.2344901079553352,0.0,0.0,0.0,0.0,273.45320877970346,110.56833052148237,1.490261611946611,4.118405774017701,5.420451177030656,1.9652875279784716,1.7499098766504768,19.736243555066572,0.14247634135082685
lantana camara,leaf,aqueous,aqueous extraction,10.0609,oryza sativa,,65.3322538621181,57.30542179374406,75.85068279933819,4.68,0.9192673564753004,0.7850941168298952,0.8829804967494582,0.8392211404728789,0.7545909849749584,0.94767563060246,1.0,0.3607634543178974,0.934873364876148,0.5776925641880627,0.5407672730700349,0.7725524718528471,0.6939174107142857,0.4160192117530724,0.3773984198645598,0.6120150187734669,298.8266556804848,63.334267212230756,3.901846941787715,1.841038849126541,3.275606339967152,1.7311364409260568,0.9503775542270456,21.71346747925415,0.4573712824411801
acmella oleracea,aerial,ethanol,solvent extraction,102.6071,lactuca sativa,,8.040716224993009,5.759631158673475,6.610146409786213,33.48,0.0,0.0,0.0,0.0,0.0,0.5877631853241609,0.0,0.4869628702544847,0.0,0.5820273424474824,0.0,0.0,0.0,0.0,0.0,0.0,253.6749855909125,105.35304275118601,1.8140688737748967,3.9426200228071,5.240008103446119,1.3513059596804904,2.297388080639019,18.48347830504367,0.0
phaseolus vulgaris l.,leaf,aqueous,aqueous,26.67,phaseolus vulgaris l.,Sosiad,86.11,30.68460848645781,38.64745760924151,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803921568627451,0.0,0.5575191730576858,0.4393439532472428,0.2198952879581152,0.0,0.217403588077412,0.0,0.0,249.94390432629984,93.41021775762577,1.601569342235463,3.505036402711663,4.4658199936995135,1.8660749745580922,1.2734241991398287,18.01715953245851,0.24869019563670966
parthenium hysterophorus,leaf,aqueous,aqueous extraction,9.9837,zea mays,,52.17168099721643,45.23355240079005,62.99359670999185,12.39,0.0,0.0,0.0,0.0,0.0,0.4470502397331665,0.0,0.7412390488110139,0.0,0.8772090696898965,0.886794231313036,0.2611314460454988,0.0,0.0,0.0,0.0,275.2189722235319,112.45356276008229,1.3534102679549036,4.18456719405717,5.476076498072526,2.1008792255381916,1.658315587240181,19.82561954916664,0.15606880307492155
lantana camara,leaf,aqueous,aqueous extraction,102.5985,zea mays,,7.5800884400042206,5.559389909568648,6.389232905683025,13.97,0.7258845126835781,0.7400152809613114,0.8214702450408402,0.9821974965229484,0.9129799666110184,0.8246820929747759,0.8391842193246405,0.3858990404672507,0.991650431394378,0.5467655885295098,0.6252238665284192,0.7184358059583933,0.9173409598214284,0.2931204972453737,0.4019469525959368,0.6833541927409261,300.9269353389564,63.22992010273336,3.940186757344927,1.8352715452272106,3.2551811781454942,1.763690197713215,0.9023751458438682,21.856030649243067,0.46457154061327033
lantana camara,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,58.50024684979239,50.123949112788594,66.02860635043825,14.51,0.9873581441922564,0.8620545947072307,0.9273212202033672,0.7936022253129347,0.6719532554257096,0.9436105899520536,0.8798060849214309,0.4372131831455987,0.881436125800167,0.5382627542514171,0.5321896502969177,0.8760598619283697,0.97509765625,0.3038564769035174,0.4094243792325056,0.7292448894451398,296.3379873929156,61.01706488027171,3.9575157918853803,1.7718468903006221,3.1500106634626635,1.7124360598956416,0.8934466795639568,21.53339506329943,0.4667283002531461
acmella oleracea,aerial,ethanol,solvent extraction,0.0,lactuca sativa,,60.72972358065223,58.35501649356429,66.44799810963595,56.32,0.0,0.0,0.0,0.0,0.0,0.7948717948717949,0.0,0.532436378806842,0.0,0.5550183394464822,0.0,0.0,0.0,0.0,0.0,0.0,259.4859922339107,107.01287473505317,1.8786745060794585,3.9880031649757997,5.398287899769215,1.2948576326032921,2.410284734793416,18.923999736752755,0.0
lantana camara,leaf,aqueous,aqueous extraction,49.6318,triticum aestivum,,24.832762948422857,19.50976921571937,21.339407711859486,13.77,0.8165053404539386,0.9549211641314164,0.9079846641106852,0.8411682892906814,0.7906928213689484,0.7410881801125704,0.9140755600133734,0.4718397997496871,0.8661285833565266,0.5184228076025342,0.6172118013007823,0.8431172682203586,0.9619140625,0.3784432829495691,0.3656884875846501,0.523153942428035,301.78257552323475,62.26087579762297,3.990587441055963,1.7849092676951903,3.2098046587208793,1.7010795038881001,0.8786238829065751,21.9214292020066,0.47418311858036527
